,title,authors,affiliations,citedby,mainterms,subject_areas,publisher,Year
2737,Potential of Pm11 antimicrobial peptide against bovine mastitis pathogens,"['Popitool K.', 'Wataradee S.', 'Wichai T.', 'Noitang S.', 'Ajariyakhajorn K.', 'Charoenrat T.', 'Boonyaratanakornkit V.', 'Sooksai S.']","['Chulalongkorn University', 'Thammasat University']",1.0,"['Animals', 'Anti-Bacterial Agents', 'Cattle', 'Cattle Diseases', 'Escherichia coli', 'Escherichia coli Infections', 'Female', 'Mastitis, Bovine', 'Milk', 'Staphylococcal Infections', 'Staphylococcus aureus']",['Veterinary (all)'],American Veterinary Medical Association,2023
2738,Predicting Falls in Older Adults with an Accelerometer-Based Smartphone App,"['Pooranawatthanakul K.', 'Siriphorn A.']",['Chulalongkorn University'],0.0,[],"['Rehabilitation', 'Gerontology', 'Occupational Therapy', 'Geriatrics and Gerontology']",Taylor and Francis Ltd.,2023
2739,Curcumin loaded gold nanoparticles–chitosan/sodium alginate nanocomposite for nanotheranostic applications,"['Kolathupalayam Shanmugam B.', 'Rajendran N.', 'Arumugam K.', 'Rangaraj S.', 'Subramani K.', 'Srinivasan S.', 'Nayagam L.', 'Aicher W.K.', 'Venkatachalam R.']","['Dr. N.G.P. Arts and Science College', 'Sethu Institute of Technology', 'K.S.Rangasamy College of Technology', 'Chulalongkorn University', 'Eberhard Karls Universität Tübingen', 'Sona College of Arts and Science']",1.0,"['Biomimetic nanocomposites', 'Casting techniques', 'Curcumin', 'Gold nanoparticle', 'Gold Nanoparticles', 'In-vitro', 'Nano-gold', 'Nanotheranostics', 'Polymeric composites', 'Solvent-casting', 'Alginates', 'Anti-Bacterial Agents', 'Chitosan', 'Curcumin', 'Escherichia coli', 'Gold', 'Metal Nanoparticles', 'Nanocomposites', 'Nanoparticles', 'Theranostic Nanomedicine']","['Biophysics', 'Bioengineering', 'Biomaterials', 'Biomedical Engineering']",Taylor and Francis Ltd.,2023
2740,"Weizmannia acidilactici sp. nov., a lactic acid producing bacterium isolated from soils","['Tolieng V.', 'Tanaka N.', 'Shiwa Y.', 'Thitiprasert S.', 'Kanchanasin P.', 'Phongsopitanun W.', 'Booncharoen A.', 'Thongchul N.', 'Tanasupawat S.']","['Chulalongkorn University', 'Tokyo University of Agriculture', 'Thailand National Center for Genetic Engineering and Biotechnology']",2.0,"['Bacillaceae', 'Bacterial Typing Techniques', 'DNA, Bacterial', 'Fatty Acids', 'Lactic Acid', 'Nucleic Acid Hybridization', 'Phospholipids', 'Phylogeny', 'RNA, Ribosomal, 16S', 'Sequence Analysis, DNA', 'Soil']","['Microbiology', 'Ecology, Evolution, Behavior and Systematics', 'Applied Microbiology and Biotechnology']",Elsevier GmbH,2023
2741,Transcriptome-based insights into the regulatory role of immune-responsive circular RNAs in Litopanaeus vannamei upon WSSV infection,"['Limkul S.', 'Phiwthong T.', 'Massu A.', 'Boonanuntanasarn S.', 'Teaumroong N.', 'Somboonwiwat K.', 'Boonchuen P.']","['Suranaree University of Technology', 'Chulalongkorn University']",0.0,"['Animals', 'MicroRNAs', 'RNA, Circular', 'Transcriptome', 'Virus Diseases']","['Immunology', 'Environmental Chemistry', 'Aquatic Science', 'Immunology and Microbiology (miscellaneous)']",Academic Press,2023
2742,"Breakthrough infections, hospital admissions, and mortality after major COVID-19 vaccination profiles: a prospective cohort study","['Wichaidit M.', 'Nopsopon T.', 'Sunan K.', 'Phutrakool P.', 'Ruchikachorn P.', 'Wanvarie D.', 'Pratanwanich P.N.', 'Cheewaruangroj N.', 'Punyabukkana P.', 'Pongpirul K.']","['Chulalongkorn University', 'Chulalongkorn Business School', 'Harvard T.H. Chan School of Public Health', 'Bumrungrad International Hospital', ""Brigham and Women's Hospital"", 'Thailand Ministry of Public Health', 'Johns Hopkins Bloomberg School of Public Health', 'Faculty of Medicine, Chulalongkorn University', 'Ministry of Digital Economy and Society']",2.0,[],"['Infectious Diseases', 'Psychiatry and Mental Health', 'Public Health, Environmental and Occupational Health']",Elsevier Ltd,2023
2743,First case series and literature review of coronavirus disease 2019 (COVID-19) associated pulmonary tuberculosis in Southeast Asia: Challenges and opportunities,"['Siranart N.', 'Sowalertrat W.', 'Sukonpatip M.', 'Suwanpimolkul G.', 'Torvorapanit P.']","['Faculty of Medicine, Chulalongkorn University', 'King Chulalongkorn Memorial Hospital']",1.0,"['Adult', 'Aged', 'Asia, Southeastern', 'COVID-19', 'Cross-Sectional Studies', 'Humans', 'Middle Aged', 'Mycobacterium tuberculosis', 'Pandemics', 'SARS-CoV-2', 'Sputum', 'Tuberculosis', 'Tuberculosis, Pulmonary']","['Public Health, Environmental and Occupational Health', 'Infectious Diseases']",Elsevier Ltd,2023
2744,Novel Variants and Phenotypes in NEUROG3-Associated Syndrome,"['Wejaphikul K.', 'Srilanchakon K.', 'Kamolvisit W.', 'Jantasuwan S.', 'Santawong K.', 'Tongkobpetch S.', 'Theerapanon T.', 'Damrongmanee A.', 'Hongsawong N.', 'Ukarapol N.', 'Dejkhamron P.', 'Supornsilchai V.', 'Porntaveetus T.', 'Shotelersuk V.']","['Faculty of Medicine, Chiang Mai University', 'Faculty of Medicine, Chulalongkorn University', 'King Chulalongkorn Memorial Hospital']",0.0,"['Basic Helix-Loop-Helix Transcription Factors', 'Diabetes Mellitus, Type 1', 'Diarrhea', 'Humans', 'Mutation', 'Nerve Tissue Proteins', 'Phenotype', 'Pituitary Hormones']","['Endocrinology, Diabetes and Metabolism', 'Biochemistry', 'Endocrinology', 'Clinical Biochemistry', 'Biochemistry (medical)']",Endocrine Society,2023
2745,Synergistic photoinactivation of Escherichia coli and Listeria innocua by curcumin and lauric arginate ethyl ester micelles,"['Ryu V.', 'Chuesiang P.', 'Corradini M.G.', 'McLandsborough L.', 'Jin T.', 'Ngo H.', 'Fan X.']","['Chulalongkorn University', 'University of Massachusetts Amherst', 'USDA ARS Eastern Regional Research Center', 'Ontario Veterinary College']",1.0,"['Anti-microbial activity', 'Curcumin', 'Dispersibilities', 'Ethyl esters', 'Lauric arginate ethyl ester', 'Listeria innocua', 'Microbial photoinactivation', 'Photoinactivation', 'Photosensitiser', 'UV-A light']",['Food Science'],Academic Press,2023
2746,Optimizing utilization pathways for biomass to chemicals and energy by integrating emergy analysis and particle swarm optimization (PSO),"['Nimmanterdwong P.', 'Chalermsinsuwan B.', 'Piumsomboon P.']",['Center of Excellence on Petrochemical and Materials Technology'],4.0,"['Biomass utilization', 'Emergy analysis', 'Energy', 'Natural resource utilization', 'Normal operations', 'Optimisations', 'Particle swarm', 'Performance parameters', 'Swarm optimization', 'Systems performance']","['Renewable Energy, Sustainability and the Environment']",Elsevier Ltd,2023
2747,Aptamer based simple plastic lab-on-a-chip for rapid on-site monitoring of paraquat herbicide residue in soils,"['Thaisa-nga R.', 'Chaumpluk P.']",['Chulalongkorn University'],1.0,"['Aptamers', 'Aptasensors', 'Colorimetric assays', 'Gold nanoparticle', 'Gold Nanoparticles', 'Lab-on-a-plastic chip', 'Paraquat', 'Plastic chips', 'Rapid on-site monitoring', 'Simple++']",['Materials Science (all)'],Elsevier Ltd,2023
2748,Utilization of lignin separated from pulp and paper wastewater for lead removal,"['Khamdahsag P.', 'Jarichanon T.', 'Yan D.Y.S.', 'Grisdanurak N.', 'Tanboonchuy V.']","['Khon Kaen University', 'Thammasat University', 'Chulalongkorn University', 'New Territories']",2.0,"['Coagulation-flocculation process', 'Iron-based', 'Lead', 'Paper and pulp', 'Paper processing', 'Pb removals', 'Pulp and paper', 'Pulp and paper wastewater', 'Pulp processing', 'Trimesate']",['Materials Science (all)'],Elsevier Ltd,2023
2749,Neurological complications associated with influenza in hospitalized children,"['Jantarabenjakul W.', 'Paprad T.', 'Paprad T.', 'Anugulruengkitt S.', 'Pancharoen C.', 'Puthanakit T.', 'Chomtho K.']","['Faculty of Medicine, Chulalongkorn University', 'King Chulalongkorn Memorial Hospital']",0.0,"['Adolescent', 'Brain Diseases', 'Child', 'Child, Hospitalized', 'Child, Preschool', 'Humans', 'Infant', 'Influenza, Human', 'Retrospective Studies', 'Seizures', 'Thailand']","['Epidemiology', 'Pulmonary and Respiratory Medicine', 'Public Health, Environmental and Occupational Health', 'Infectious Diseases']",John Wiley and Sons Inc,2023
2750,"Flood Susceptibility Mapping Using a Frequency Ratio Model: A Case Study of Chai Nat Province, Thailand","['Duangyiwa C.', 'Cheewinsiriwat P.']",['Chulalongkorn University'],1.0,[],"['Geography, Planning and Development', 'Urban Studies', 'Nature and Landscape Conservation', 'Earth and Planetary Sciences (miscellaneous)']",Springer Science and Business Media Deutschland GmbH,2023
2751,"In silico molecular docking approach and in vitro cytotoxic, antioxidant, antimicrobial and anti-inflammatory activity of Ixora brachiata Roxb","['Veeramuthu K.', 'Annadurai P.', 'Gideon D.A.', 'Sivaramakrishnan R.', 'Sundarrajan B.', 'Dhandayuthapani K.', 'Pugazhendhi A.']","['Government Arts College for Men, Nandanam', 'Lebanese American University', 'Bharathidasan University', 'Chulalongkorn University', 'Bishop Heber College, Tiruchirappalli', ""St. Joseph's University""]",0.0,"['Anti-inflammatories', 'Anti-inflammatory activity', 'Cytotoxic', 'Free radical-scavenging activities', 'Gaschromatography-mass spectrometry', 'In-silico', 'In-vitro', 'Ixorum brachiate', 'Leaf extracts', 'Molecular docking']","['Bioengineering', 'Biochemistry', 'Applied Microbiology and Biotechnology']",Elsevier Ltd,2023
2752,Structural behaviour of air-inflated beams,"['Liu P.', 'Yue M.', 'Zhe Feng S.', 'Ngamkhanong C.']","['Jiangsu University of Science and Technology', 'Chulalongkorn University']",1.0,[],"['Civil and Structural Engineering', 'Architecture', 'Building and Construction', 'Safety, Risk, Reliability and Quality']",Elsevier Ltd,2023
2753,Clarifying Repositioning in a Pressure Injury Context: A Scoping Review,"['Iblasi A.S.', 'Aungsuroch Y.', 'Gunawan J.', 'Juanamasta I.G.']","['Philadelphia University', 'Chulalongkorn University', 'STIKes Wira Medika Bali']",0.0,[],['Nursing (all)'],Thailand Nursing and Midwifery Council,2023
2754,ReCasNet: Improving consistency within the two-stage mitosis detection framework,"['Piansaddhayanaon C.', 'Santisukwongchote S.', 'Shuangshoti S.', 'Tao Q.', 'Sriswasdi S.', 'Chuangsuwanich E.']","['Chulalongkorn University', 'Faculty of Medicine, Chulalongkorn University', 'NVIDIA', 'King Chulalongkorn Memorial Hospital']",1.0,"['Cascade networks', 'Detection stage', 'Images classification', 'Learning models', 'Mitotic cells', 'Mitotic count', 'Multi-stage deep learning', 'Multi-stages', 'Objects detection', 'Whole slide images', 'Animals', 'Dogs', 'Mitosis']","['Medicine (miscellaneous)', 'Artificial Intelligence']",Elsevier B.V.,2023
2755,Shear strength prediction of reinforced concrete beams using machine learning,"['Sandeep M.S.', 'Tiprak K.', 'Kaewunruen S.', 'Pheinsusom P.', 'Pansuk W.']","['Chulalongkorn University', 'University of Birmingham']",5.0,[],"['Civil and Structural Engineering', 'Architecture', 'Building and Construction', 'Safety, Risk, Reliability and Quality']",Elsevier Ltd,2023
2756,HIV DNA persists in hepatocytes in people with HIV-hepatitis B co-infection on antiretroviral therapy,"['Zerbato J.M.', 'Avihingsanon A.', 'Singh K.P.', 'Zhao W.', 'Deleage C.', 'Rosen E.', 'Cottrell M.L.', 'Rhodes A.', 'Dantanarayana A.', 'Tumpach C.', 'Tennakoon S.', 'Crane M.', 'Price D.J.', 'Braat S.', 'Mason H.', 'Roche M.', 'Kashuba A.D.M.', 'Revill P.A.', 'Audsley J.', 'Lewin S.R.']","['The Peter Doherty Institute for Infection and Immunity', 'Melbourne School of Population and Global Health', 'Leidos Inc.', 'Peter Maccallum Cancer Centre', 'UNC Eshelman School of Pharmacy', 'Faculty of Medicine, Dentistry and Health Sciences', 'The Alfred', 'Royal Melbourne Hospital', 'Faculty of Medicine, Chulalongkorn University']",3.0,"['Anti-Retroviral Agents', 'Coinfection', 'DNA, Viral', 'Hepatitis B', 'Hepatitis B virus', 'Hepatocytes', 'HIV Infections', 'Humans', 'Prospective Studies', 'Thailand']","['Biochemistry, Genetics and Molecular Biology (all)']",Elsevier B.V.,2023
2757,"Sulfated polysaccharides derived from marine microalgae, Synechococcus sp. VDW, inhibit the human colon cancer cell line Caco-2 by promoting cell apoptosis via the JNK and p38 MAPK signaling pathway","['Srimongkol P.', 'Songserm P.', 'Kuptawach K.', 'Puthong S.', 'Sangtanoo P.', 'Thitiprasert S.', 'Thongchul N.', 'Phunpruch S.', 'Karnchanatat A.']","['Chulalongkorn University', ""King Mongkut's Institute of Technology Ladkrabang""]",1.0,[],['Agronomy and Crop Science'],Elsevier B.V.,2023
2758,"Antinociceptive efficacy of Clerodendrum petasites S. Moore, a Thai medicinal plant, and its CNS safety profiles","['Hasriadi', 'Jongchanapong A.', 'Thongphichai W.', 'Dasuni Wasana P.W.', 'Sukrong S.', 'Suttisri R.', 'Amnuoypol S.', 'Towiwat P.']",['Chulalongkorn University'],0.0,[],['Complementary and Alternative Medicine'],National Taiwan University,2023
2759,Implications of the antiviral drug favipiravir on rabies immunoglobulin for post-exposure prophylaxis of rabies in mice model with category III-like exposures,"['Kimitsuki K.', 'Khan S.', 'Kaimori R.', 'Yahiro T.', 'Saito N.', 'Yamada K.', 'Nakajima N.', 'Komeno T.', 'Furuta Y.', 'Quiambao B.P.', 'Virojanapirom P.', 'Hemachudha T.', 'Nishizono A.']","['Gokila', 'Oita University', 'Oita University Faculty of Medicine', 'King Chulalongkorn Memorial Hospital', 'FUJIFILM Toyama Chemical Co., Ltd.', 'University of Miyazaki']",1.0,"['Animals', 'Antiviral Agents', 'Disease Models, Animal', 'Immunoglobulins', 'Immunologic Factors', 'Mice', 'Post-Exposure Prophylaxis', 'Rabies', 'Rabies Vaccines', 'Rabies virus']","['Pharmacology', 'Virology']",Elsevier B.V.,2023
2760,Antibacterial activity and immunomodulatory role of a proline-rich antimicrobial peptide SpPR-AMP1 against Vibrio campbellii infection in shrimp Litopenaeus vannamei,"['Rattanadilog Na Phuket T.', 'Charoensapsri W.', 'Amparyup P.', 'Imjongjirak C.']","['Chulalongkorn University', 'Thailand National Center for Genetic Engineering and Biotechnology']",1.0,"['Animals', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Antimicrobial Peptides', 'Gram-Negative Bacteria', 'Gram-Positive Bacteria', 'Penaeidae', 'Proline', 'Vibrio Infections', 'Vibrio parahaemolyticus']","['Immunology', 'Environmental Chemistry', 'Aquatic Science', 'Immunology and Microbiology (miscellaneous)']",Academic Press,2023
2761,Beta-lactam hypersensitivity diagnosis in ambulatory and hospitalized settings require different approaches,"['Chongpison Y.', 'Palapinyo S.', 'Mongkolpathumrat P.', 'Buranapraditkun S.', 'Thantiworasit P.', 'Klaewsongkram J.']","['Chulalongkorn University', 'Faculty of Medicine, Chulalongkorn University', 'King Chulalongkorn Memorial Hospital']",0.0,"['Anti-Bacterial Agents', 'beta-Lactams', 'Carbapenems', 'Cephalosporins', 'Cross Reactions', 'Drug Hypersensitivity', 'Humans', 'Hypersensitivity, Immediate', 'Penicillins', 'Skin Tests']","['Immunology and Allergy', 'Immunology', 'Pulmonary and Respiratory Medicine']","American College of Allergy, Asthma and Immunology",2023
